datetime,site_name,ActualTraffic,PredictedTraffic,deviation,is_null_anomaly,is_deviation_anomaly
2026-03-05 02:00:00,1_L1,2.3873585727691644,5.4770158463022085,0.5641132617169653,False,True
2026-03-05 03:00:00,1_L1,2.745105422019959,4.713561249779222,0.4176154129431251,False,True
2026-03-05 04:00:00,1_L1,2.949041911125183,4.688245479819351,0.3709710970085942,False,True
2026-03-05 05:00:00,1_L2,1.2026,2.3350298019134756,0.4849744534247438,False,True
2026-03-05 06:00:00,1_L2,2.4286000000000003,3.570301324821381,0.31977730195601883,False,True
2026-03-05 21:00:00,1_L2,7.3567,5.427813793138225,0.3553707404812319,False,True
2026-03-05 22:00:00,1_L2,7.540999999999999,5.013174994803006,0.5042363388107347,False,True
2026-03-05 02:00:00,1_L3,1.5175,0.8857388479885304,0.7132589402013565,False,True
2026-03-05 05:00:00,1_L3,0.8564,1.5382017319482781,0.44324597859132014,False,True
2026-03-05 07:00:00,1_L3,3.2827,2.514039053408439,0.3057474169104254,False,True
2026-03-05 08:00:00,1_L3,3.955,3.0052768586742804,0.31601851875459874,False,True
2026-03-05 09:00:00,1_L3,6.241099999999999,3.9283518134350732,0.5887324497401843,False,True
2026-03-05 10:00:00,1_L3,8.723099999999999,5.213678122346659,0.6731182469073793,False,True
2026-03-05 14:00:00,1_L3,7.1227,5.231916055209442,0.3613941670390326,False,True
2026-03-05 20:00:00,1_L3,4.8852,2.8816775131861587,0.6952625606598931,False,True
2026-03-05 21:00:00,1_L3,5.065300000000001,2.170523687876562,1.3336764432897839,False,True
2026-03-05 22:00:00,1_L3,3.6276,2.0245227458632247,0.7918297077236583,False,True
2026-03-05 00:00:00,1_L4,0.0,0.07911865626248138,1.0,False,True
2026-03-05 01:00:00,1_L4,0.0,0.06820349396728365,1.0,False,True
2026-03-05 02:00:00,1_L4,0.0,0.15761064830499005,1.0,False,True
2026-03-05 03:00:00,1_L4,0.0,0.2146879453855357,1.0,False,True
2026-03-05 04:00:00,1_L4,0.0,0.13335057629428493,1.0,False,True
2026-03-05 06:00:00,1_L4,2.6742,0.05936243308181899,44.04869260183728,False,True
2026-03-05 07:00:00,1_L4,0.3423,0.4897291087962535,0.3010421601416178,False,True
2026-03-05 10:00:00,1_L4,5.4876,2.0285252311799535,1.7052165364529235,False,True
2026-03-05 11:00:00,1_L4,1.2583,1.843507809835918,0.31744254443272724,False,True
2026-03-05 12:00:00,1_L4,2.5506,1.557305262218099,0.6378291795965121,False,True
2026-03-05 16:00:00,1_L4,1.347,2.180044351236576,0.3821226622128363,False,True
2026-03-05 17:00:00,1_L4,0.7678,1.7808826322446436,0.568865468112148,False,True
2026-03-05 19:00:00,1_L4,1.5415,0.5903815284665904,1.6110234241301018,False,True
2026-03-05 20:00:00,1_L4,0.8748,0.3394520507088358,1.5770944620109475,False,True
2026-03-05 21:00:00,1_L4,0.8752,0.3166928487602999,1.7635609816451074,False,True
2026-03-05 22:00:00,1_L4,0.4241,0.3191928154702385,0.3286639906829076,False,True
2026-03-05 23:00:00,1_L4,0.0066,0.23447733653106606,0.9718522902995976,False,True
2026-03-05 00:00:00,1_L5,0.2481,0.4864659975397067,0.48999518721809665,False,True
2026-03-05 01:00:00,1_L5,0.098,0.41074570110981723,0.7614095540496025,False,True
2026-03-05 02:00:00,1_L5,0.0964,0.28515598071748816,0.6619394067855582,False,True
2026-03-05 03:00:00,1_L5,0.0133,0.13331858064152302,0.9002389619211291,False,True
2026-03-05 05:00:00,1_L5,0.4229,0.13206738357174153,2.2021532384661247,False,True
2026-03-05 07:00:00,1_L5,0.4953,0.814820065501597,0.3921357352741466,False,True
2026-03-05 09:00:00,1_L5,3.3153,1.330937187073589,1.4909515131135136,False,True
2026-03-05 10:00:00,1_L5,2.368,1.2963451683410514,0.8266739891740085,False,True
2026-03-05 12:00:00,1_L5,2.3104,1.109234223608861,1.0828783955864445,False,True
2026-03-05 14:00:00,1_L5,2.0178,1.4568279684112637,0.38506401836896453,False,True
